intent,user_input,bot_response,risk_level,escalation_required,age_group,guideline_reference
anxiety_symptoms,Honestly I feel restless constantly recently,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,adult,WHO Psychological First Aid
depression_symptoms,Lately I feel tired all the time,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Lately How can I sleep better during stress every day,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,teen,WHO Suicide Prevention Guidance
professional_help,Lately Do I need counseling a lot,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,I want the pain to stop and it worries me,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Recently Is anxiety treatable recently,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,adult,WHO Mental Health Gap Action Programme
emotional_support,Recently I need comfort lately,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,adult,WHO Suicide Prevention Guidance
stress_reaction,Lately I feel pressure all the time a lot,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Lately My heart races when I think too much,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,Recently Nothing makes me happy anymore a lot,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,child,WHO Psychological First Aid
coping_mechanism,Lately How do I stop overthinking and it worries me,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,teen,WHO Psychological First Aid
professional_help,Lately How do I ask for mental health help and it worries me,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Recently Nobody would care if I was gone,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,child,WHO Suicide Prevention Guidance
mental_health_faq,Can children experience anxiety recently,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,senior,WHO Psychological First Aid
emotional_support,Recently Nobody understands me every day,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,adult,WHO Psychological First Aid
stress_reaction,These days I feel overwhelmed with work recently,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,These days I feel anxious all the time a lot,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,These days I lost interest in everything a lot,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,How can I calm myself down,Small daily self-care activities can support emotional resilience over time.,low,no,adult,WHO Psychological First Aid
professional_help,Honestly How do I ask for mental health help,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,teen,WHO Suicide Prevention Guidance
suicide_warning,Sometimes I cannot continue anymore every day,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,child,WHO Psychological First Aid
mental_health_faq,Recently What causes anxiety and it worries me,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
emotional_support,Lately I feel emotionally weak a lot,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,teen,WHO Psychological First Aid
stress_reaction,I feel overwhelmed with work and it worries me,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,These days I feel nervous for no reason,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,Recently I do not enjoy activities anymore,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,adult,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Honestly What helps during panic attacks,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Recently Do I need counseling,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,senior,WHO Mental Health Gap Action Programme
suicide_warning,Recently I do not want to live anymore recently,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,adult,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Can stress affect physical health every day,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,senior,WHO Psychological First Aid
